PlanId,PlanType,MetalLevel,PlanVariantMarketingName,Asthma Management Program,Depression Management Program,Diabetes Management Program,Heart Disease Management Program,High Blood Pressure & High Cholesterol Management Program,Low Back Pain Management Program,Pain Management Program,Pregnancy Management Program,Weight Loss Management Program
36194FL0330002-02,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 90 1745,1,1,1,1,0,0,0,0,0
36194FL0330002-03,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 90 HSA 1745,1,1,1,1,0,0,0,0,0
36194FL0120005-05,HMO,Silver,Health First GYM ACCESS Silver AV87 HMO 100 1674,1,1,1,1,0,0,0,0,0
36194FL0120007-00,HMO,Silver,Health First GYM ACCESS Silver HMO 80 1688,1,1,1,1,0,0,0,0,0
36194FL0120007-05,HMO,Silver,Health First GYM ACCESS Silver AV87 HMO 80 1690,1,1,1,1,0,0,0,0,0
36194FL0120007-02,HMO,Silver,Health First GYM ACCESS Silver HMO 80 1688,1,1,1,1,0,0,0,0,0
36194FL0120007-06,HMO,Silver,Health First GYM ACCESS Silver AV94 HMO 80 1691,1,1,1,1,0,0,0,0,0
36194FL0120007-04,HMO,Silver,Health First GYM ACCESS Silver AV73 HMO 80 1689,1,1,1,1,0,0,0,0,0
36194FL0120007-01,HMO,Silver,Health First GYM ACCESS Silver HMO 80 1688,1,1,1,1,0,0,0,0,0
36194FL0120007-03,HMO,Silver,Health First GYM ACCESS Silver HMO 80 1688,1,1,1,1,0,0,0,0,0
36194FL0120008-06,HMO,Silver,Health First GYM ACCESS Silver AV94 HMO 70 1707,1,1,1,1,0,0,0,0,0
36194FL0120008-02,HMO,Silver,Health First GYM ACCESS Silver HMO 70 1704,1,1,1,1,0,0,0,0,0
36194FL0120008-03,HMO,Silver,Health First GYM ACCESS Silver HMO 70 1704,1,1,1,1,0,0,0,0,0
36194FL0120008-00,HMO,Silver,Health First GYM ACCESS Silver HMO 70 1704,1,1,1,1,0,0,0,0,0
36194FL0120008-04,HMO,Silver,Health First GYM ACCESS Silver AV73 HMO 70 1705,1,1,1,1,0,0,0,0,0
36194FL0120008-01,HMO,Silver,Health First GYM ACCESS Silver HMO 70 1704,1,1,1,1,0,0,0,0,0
36194FL0120008-05,HMO,Silver,Health First GYM ACCESS Silver AV87 HMO 70 1706,1,1,1,1,0,0,0,0,0
36194FL0120009-02,HMO,Silver,Health First GYM ACCESS Silver HMO 70 1720,1,1,1,1,0,0,0,0,0
36194FL0120009-05,HMO,Silver,Health First GYM ACCESS Silver AV87 HMO 70 1722,1,1,1,1,0,0,0,0,0
36194FL0120009-01,HMO,Silver,Health First GYM ACCESS Silver HMO 70 1720,1,1,1,1,0,0,0,0,0
36194FL0120009-06,HMO,Silver,Health First GYM ACCESS Silver AV94 HMO 70 1723,1,1,1,1,0,0,0,0,0
36194FL0120009-03,HMO,Silver,Health First GYM ACCESS Silver HMO 70 1720,1,1,1,1,0,0,0,0,0
36194FL0120010-06,HMO,Silver,Health First GYM ACCESS Silver AV94 HMO 80 1731,1,1,1,1,0,0,0,0,0
36194FL0120010-02,HMO,Silver,Health First GYM ACCESS Silver HMO 80 1728,1,1,1,1,0,0,0,0,0
36194FL0120010-04,HMO,Silver,Health First GYM ACCESS Silver AV73 HMO 80 HSA 1729,1,1,1,1,0,0,0,0,0
36194FL0120010-00,HMO,Silver,Health First GYM ACCESS Silver HMO 80 HSA 1728,1,1,1,1,0,0,0,0,0
36194FL0120010-03,HMO,Silver,Health First GYM ACCESS Silver HMO 80 HSA 1728,1,1,1,1,0,0,0,0,0
36194FL0120010-01,HMO,Silver,Health First GYM ACCESS Silver HMO 80 HSA 1728,1,1,1,1,0,0,0,0,0
36194FL0120010-05,HMO,Silver,Health First GYM ACCESS Silver AV87 HMO 80 1730,1,1,1,1,0,0,0,0,0
36194FL0120011-03,HMO,Gold,Health First GYM ACCESS Gold HMO 100 1736,1,1,1,1,0,0,0,0,0
36194FL0120011-01,HMO,Gold,Health First GYM ACCESS Gold HMO 100 1736,1,1,1,1,0,0,0,0,0
36194FL0120011-00,HMO,Gold,Health First GYM ACCESS Gold HMO 100 1736,1,1,1,1,0,0,0,0,0
36194FL0120011-02,HMO,Gold,Health First GYM ACCESS Gold HMO 100 1736,1,1,1,1,0,0,0,0,0
36194FL0120012-00,HMO,Gold,Health First GYM ACCESS Gold HMO 80 1740,1,1,1,1,0,0,0,0,0
36194FL0120012-01,HMO,Gold,Health First GYM ACCESS Gold HMO 80 1740,1,1,1,1,0,0,0,0,0
36194FL0120012-02,HMO,Gold,Health First GYM ACCESS Gold HMO 80 1740,1,1,1,1,0,0,0,0,0
36194FL0120012-03,HMO,Gold,Health First GYM ACCESS Gold HMO 80 1740,1,1,1,1,0,0,0,0,0
36194FL0120013-02,HMO,Gold,Health First GYM ACCESS Gold HMO 70 1742,1,1,1,1,0,0,0,0,0
36194FL0120013-03,HMO,Gold,Health First GYM ACCESS Gold HMO 70 1742,1,1,1,1,0,0,0,0,0
36194FL0120013-01,HMO,Gold,Health First GYM ACCESS Gold HMO 70 1742,1,1,1,1,0,0,0,0,0
36194FL0120013-00,HMO,Gold,Health First GYM ACCESS Gold HMO 70 1742,1,1,1,1,0,0,0,0,0
36194FL0120014-00,HMO,Gold,Health First GYM ACCESS Gold HMO 90 HSA 1744,1,1,1,1,0,0,0,0,0
36194FL0120014-03,HMO,Gold,Health First GYM ACCESS Gold HMO 90 HSA 1744,1,1,1,1,0,0,0,0,0
36194FL0120014-02,HMO,Gold,Health First GYM ACCESS Gold HMO 90 1744,1,1,1,1,0,0,0,0,0
36194FL0120014-01,HMO,Gold,Health First GYM ACCESS Gold HMO 90 HSA 1744,1,1,1,1,0,0,0,0,0
36194FL0120015-01,HMO,Catastrophic,Health First GYM ACCESS Catastrophic HMO 1746,1,1,1,1,0,0,0,0,0
36194FL0120015-00,HMO,Catastrophic,Health First GYM ACCESS Catastrophic HMO 1746,1,1,1,1,0,0,0,0,0
36194FL0120016-00,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 50 1796,1,1,1,1,0,0,0,0,0
36194FL0120016-01,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 50 1796,1,1,1,1,0,0,0,0,0
36194FL0120016-03,HMO,Expanded Bronze,Health First GYM ACCESS Bronze HMO 50 1796,1,1,1,1,0,0,0,0,0
36194FL0160001-03,HMO,Expanded Bronze,Health First Bronze HMO 60 1750,1,1,1,1,0,0,0,0,0
36194FL0160001-00,HMO,Expanded Bronze,Health First Bronze HMO 60 1750,1,1,1,1,0,0,0,0,0
36194FL0160001-01,HMO,Expanded Bronze,Health First Bronze HMO 60 1750,1,1,1,1,0,0,0,0,0
36194FL0160002-06,HMO,Silver,Health First Silver AV94 HMO 95 1757,1,1,1,1,0,0,0,0,0
36194FL0160002-04,HMO,Silver,Health First Silver AV73 HMO 80 1755,1,1,1,1,0,0,0,0,0
36194FL0160002-00,HMO,Silver,Health First Silver HMO 80 1754,1,1,1,1,0,0,0,0,0
36194FL0160002-05,HMO,Silver,Health First Silver AV87 HMO 80 1756,1,1,1,1,0,0,0,0,0
36194FL0160002-01,HMO,Silver,Health First Silver HMO 80 1754,1,1,1,1,0,0,0,0,0
36194FL0160002-03,HMO,Silver,Health First Silver HMO 80 1754,1,1,1,1,0,0,0,0,0
36194FL0160002-02,HMO,Silver,Health First Silver HMO 80 1754,1,1,1,1,0,0,0,0,0
36194FL0160003-03,HMO,Gold,Health First Gold HMO 80 1770,1,1,1,1,0,0,0,0,0
36194FL0160003-02,HMO,Gold,Health First Gold HMO 80 1770,1,1,1,1,0,0,0,0,0
36194FL0160003-00,HMO,Gold,Health First Gold HMO 80 1770,1,1,1,1,0,0,0,0,0
36194FL0160003-01,HMO,Gold,Health First Gold HMO 80 1770,1,1,1,1,0,0,0,0,0
36194FL0160004-01,HMO,Bronze,Health First Bronze HMO 100 1774,1,1,1,1,0,0,0,0,0
36194FL0160004-02,HMO,Bronze,Health First Bronze HMO 100 1774,1,1,1,1,0,0,0,0,0
36194FL0160004-03,HMO,Bronze,Health First Bronze HMO 100 1774,1,1,1,1,0,0,0,0,0
36194FL0160004-00,HMO,Bronze,Health First Bronze HMO 100 1774,1,1,1,1,0,0,0,0,0
36194FL0160005-03,HMO,Silver,Health First Silver HMO 80 1778,1,1,1,1,0,0,0,0,0
36194FL0160005-06,HMO,Silver,Health First Silver AV94 HMO 80 1781,1,1,1,1,0,0,0,0,0
36194FL0160005-04,HMO,Silver,Health First Silver AV73 HMO 80 1779,1,1,1,1,0,0,0,0,0
36194FL0160005-01,HMO,Silver,Health First Silver HMO 80 1778,1,1,1,1,0,0,0,0,0
36194FL0160005-02,HMO,Silver,Health First Silver HMO 80 1778,1,1,1,1,0,0,0,0,0
36194FL0160005-05,HMO,Silver,Health First Silver AV87 HMO 80 1780,1,1,1,1,0,0,0,0,0
36194FL0160005-00,HMO,Silver,Health First Silver HMO 80 1778,1,1,1,1,0,0,0,0,0
36194FL0160006-03,HMO,Expanded Bronze,Health First Bronze HMO 100 HSA 1794,1,1,1,1,0,0,0,0,0
36194FL0160006-00,HMO,Expanded Bronze,Health First Bronze HMO 100 HSA 1794,1,1,1,1,0,0,0,0,0
36194FL0160006-02,HMO,Expanded Bronze,Health First Bronze HMO 100 1794,1,1,1,1,0,0,0,0,0
36194FL0160006-01,HMO,Expanded Bronze,Health First Bronze HMO 100 HSA 1794,1,1,1,1,0,0,0,0,0
36194FL0160008-00,HMO,Silver,Health First Silver HMO 65 1806,1,1,1,1,0,0,0,0,0
36194FL0160008-03,HMO,Silver,Health First Silver HMO 65 1806,1,1,1,1,0,0,0,0,0
36194FL0160008-06,HMO,Silver,Health First Silver AV94 HMO 65 1809,1,1,1,1,0,0,0,0,0
36194FL0160008-04,HMO,Silver,Health First Silver AV73 HMO 65 1807,1,1,1,1,0,0,0,0,0
36194FL0160008-05,HMO,Silver,Health First Silver AV87 HMO 65 1808,1,1,1,1,0,0,0,0,0
36194FL0160008-01,HMO,Silver,Health First Silver HMO 65 1806,1,1,1,1,0,0,0,0,0
36194FL0160008-02,HMO,Silver,Health First Silver HMO 65 1806,1,1,1,1,0,0,0,0,0
36194FL0330001-01,HMO,Expanded Bronze,AdventHealth GYM ACCESS Bronze HMO 70 HSA 1663,1,1,1,1,0,0,0,0,0
36194FL0330001-00,HMO,Expanded Bronze,AdventHealth GYM ACCESS Bronze HMO 70 HSA 1663,1,1,1,1,0,0,0,0,0
36194FL0330002-00,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 90 HSA 1745,1,1,1,1,0,0,0,0,0
36194FL0330002-01,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 90 HSA 1745,1,1,1,1,0,0,0,0,0
36194FL0330003-05,HMO,Silver,AdventHealth GYM ACCESS Silver AV87 HMO 70 1714,1,1,1,1,0,0,0,0,0
36194FL0330003-04,HMO,Silver,AdventHealth GYM ACCESS Silver AV73 HMO 70 1713,1,1,1,1,0,0,0,0,0
36194FL0330003-06,HMO,Silver,AdventHealth GYM ACCESS Silver AV94 HMO 70 1715,1,1,1,1,0,0,0,0,0
36194FL0330003-03,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 70 1712,1,1,1,1,0,0,0,0,0
36194FL0330003-00,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 70 1712,1,1,1,1,0,0,0,0,0
36194FL0330003-02,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 70 1712,1,1,1,1,0,0,0,0,0
36194FL0330017-01,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 80 HSA 1732,1,1,1,1,0,0,0,0,0
36194FL0330003-01,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 70 1712,1,1,1,1,0,0,0,0,0
36194FL0330007-01,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 80 1696,1,1,1,1,0,0,0,0,0
36194FL0330007-06,HMO,Silver,AdventHealth GYM ACCESS Silver AV94 HMO 80 1699,1,1,1,1,0,0,0,0,0
36194FL0330007-03,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 80 1696,1,1,1,1,0,0,0,0,0
36194FL0330007-05,HMO,Silver,AdventHealth GYM ACCESS Silver AV87 HMO 80 1698,1,1,1,1,0,0,0,0,0
36194FL0330007-02,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 80 1696,1,1,1,1,0,0,0,0,0
36194FL0330007-04,HMO,Silver,AdventHealth GYM ACCESS Silver AV73 HMO 80 1697,1,1,1,1,0,0,0,0,0
36194FL0330007-00,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 80 1696,1,1,1,1,0,0,0,0,0
36194FL0330011-00,HMO,Catastrophic,AdventHealth GYM ACCESS Catastrophic HMO 1748,1,1,1,1,0,0,0,0,0
36194FL0330011-01,HMO,Catastrophic,AdventHealth GYM ACCESS Catastrophic HMO 1748,1,1,1,1,0,0,0,0,0
36194FL0330012-01,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 70 1743,1,1,1,1,0,0,0,0,0
36194FL0330012-02,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 70 1743,1,1,1,1,0,0,0,0,0
36194FL0330012-00,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 70 1743,1,1,1,1,0,0,0,0,0
36194FL0330012-03,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 70 1743,1,1,1,1,0,0,0,0,0
36194FL0330013-02,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 70 1724,1,1,1,1,0,0,0,0,0
36194FL0330013-00,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 70 1724,1,1,1,1,0,0,0,0,0
36194FL0330013-03,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 70 1724,1,1,1,1,0,0,0,0,0
36194FL0330013-01,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 70 1724,1,1,1,1,0,0,0,0,0
36194FL0330013-05,HMO,Silver,AdventHealth GYM ACCESS Silver AV87 HMO 70 1726,1,1,1,1,0,0,0,0,0
36194FL0330013-06,HMO,Silver,AdventHealth GYM ACCESS Silver AV94 HMO 70 1727,1,1,1,1,0,0,0,0,0
36194FL0330013-04,HMO,Silver,AdventHealth GYM ACCESS Silver AV73 HMO 70 1725,1,1,1,1,0,0,0,0,0
36194FL0330017-03,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 80 HSA 1732,1,1,1,1,0,0,0,0,0
36194FL0330017-04,HMO,Silver,AdventHealth GYM ACCESS Silver AV73 HMO 80 HSA 1733,1,1,1,1,0,0,0,0,0
36194FL0330017-00,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 80 HSA 1732,1,1,1,1,0,0,0,0,0
36194FL0330017-05,HMO,Silver,AdventHealth GYM ACCESS Silver AV87 HMO 80 1734,1,1,1,1,0,0,0,0,0
36194FL0330017-06,HMO,Silver,AdventHealth GYM ACCESS Silver AV94 HMO 80 1735,1,1,1,1,0,0,0,0,0
36194FL0330017-02,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 80 1732,1,1,1,1,0,0,0,0,0
36194FL0330021-00,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 100 1738,1,1,1,1,0,0,0,0,0
36194FL0330021-02,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 100 1738,1,1,1,1,0,0,0,0,0
36194FL0330021-03,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 100 1738,1,1,1,1,0,0,0,0,0
36194FL0330021-01,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 100 1738,1,1,1,1,0,0,0,0,0
36194FL0330022-00,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 80 1741,1,1,1,1,0,0,0,0,0
36194FL0330022-02,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 80 1741,1,1,1,1,0,0,0,0,0
36194FL0330027-04,HMO,Silver,AdventHealth GYM ACCESS Silver AV73 HMO 100 1669,1,1,1,1,0,0,0,0,0
36194FL0330031-00,HMO,Expanded Bronze,AdventHealth GYM ACCESS Bronze HMO 100 HSA 1660,1,1,1,1,0,0,0,0,0
36194FL0340008-05,HMO,Silver,AdventHealth Silver AV87 HMO 80 1788,1,1,1,1,0,0,0,0,0
36194FL0340008-06,HMO,Silver,AdventHealth Silver AV94 HMO 80 1789,1,1,1,1,0,0,0,0,0
36194FL0340012-00,HMO,Expanded Bronze,AdventHealth Bronze HMO 100 HSA 1795,1,1,1,1,0,0,0,0,0
36194FL0340012-02,HMO,Expanded Bronze,AdventHealth Bronze HMO 100 1795,1,1,1,1,0,0,0,0,0
36194FL0340012-01,HMO,Expanded Bronze,AdventHealth Bronze HMO 100 HSA 1795,1,1,1,1,0,0,0,0,0
36194FL0340012-03,HMO,Expanded Bronze,AdventHealth Bronze HMO 100 HSA 1795,1,1,1,1,0,0,0,0,0
36194FL0340013-02,HMO,Silver,AdventHealth Silver HMO 65 1810,1,1,1,1,0,0,0,0,0
36194FL0340013-06,HMO,Silver,AdventHealth Silver AV94 HMO 65 1813,1,1,1,1,0,0,0,0,0
36194FL0330022-03,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 80 1741,1,1,1,1,0,0,0,0,0
36194FL0330022-01,HMO,Gold,AdventHealth GYM ACCESS Gold HMO 80 1741,1,1,1,1,0,0,0,0,0
36194FL0330023-04,HMO,Silver,AdventHealth GYM ACCESS Silver AV73 HMO 100 1677,1,1,1,1,0,0,0,0,0
36194FL0330023-00,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 100 1676,1,1,1,1,0,0,0,0,0
36194FL0330023-05,HMO,Silver,AdventHealth GYM ACCESS Silver AV87 HMO 100 1678,1,1,1,1,0,0,0,0,0
36194FL0330023-06,HMO,Silver,AdventHealth GYM ACCESS Silver AV94 HMO 100 1679,1,1,1,1,0,0,0,0,0
36194FL0330023-03,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 100 1676,1,1,1,1,0,0,0,0,0
36194FL0330023-02,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 100 1676,1,1,1,1,0,0,0,0,0
36194FL0330023-01,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 100 1676,1,1,1,1,0,0,0,0,0
36194FL0330027-01,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 100 1668,1,1,1,1,0,0,0,0,0
36194FL0330027-00,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 100 1668,1,1,1,1,0,0,0,0,0
36194FL0330027-02,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 100 1668,1,1,1,1,0,0,0,0,0
36194FL0330027-03,HMO,Silver,AdventHealth GYM ACCESS Silver HMO 100 1668,1,1,1,1,0,0,0,0,0
36194FL0330027-05,HMO,Silver,AdventHealth GYM ACCESS Silver AV87 HMO 100 1670,1,1,1,1,0,0,0,0,0
36194FL0330027-06,HMO,Silver,AdventHealth GYM ACCESS Silver AV94 HMO 100 1671,1,1,1,1,0,0,0,0,0
36194FL0330031-03,HMO,Expanded Bronze,AdventHealth GYM ACCESS Bronze HMO 100 HSA 1660,1,1,1,1,0,0,0,0,0
36194FL0330031-02,HMO,Expanded Bronze,AdventHealth GYM ACCESS Bronze HMO 100 1660,1,1,1,1,0,0,0,0,0
36194FL0330031-01,HMO,Expanded Bronze,AdventHealth GYM ACCESS Bronze HMO 100 HSA 1660,1,1,1,1,0,0,0,0,0
36194FL0330032-03,HMO,Expanded Bronze,AdventHealth GYM ACCESS Bronze HMO 70 1657,1,1,1,1,0,0,0,0,0
36194FL0330032-01,HMO,Expanded Bronze,AdventHealth GYM ACCESS Bronze HMO 70 1657,1,1,1,1,0,0,0,0,0
36194FL0330032-02,HMO,Expanded Bronze,AdventHealth GYM ACCESS Bronze HMO 70 1657,1,1,1,1,0,0,0,0,0
36194FL0330032-00,HMO,Expanded Bronze,AdventHealth GYM ACCESS Bronze HMO 70 1657,1,1,1,1,0,0,0,0,0
36194FL0330033-03,HMO,Expanded Bronze,AdventHealthGYM ACCESS Bronze HMO 50 1797,1,1,1,1,0,0,0,0,0
36194FL0330033-00,HMO,Expanded Bronze,AdventHealthGYM ACCESS Bronze HMO 50 1797,1,1,1,1,0,0,0,0,0
36194FL0330033-02,HMO,Expanded Bronze,AdventHealthGYM ACCESS Bronze HMO 50 1797,1,1,1,1,0,0,0,0,0
36194FL0330033-01,HMO,Expanded Bronze,AdventHealthGYM ACCESS Bronze HMO 50 1797,1,1,1,1,0,0,0,0,0
36194FL0340001-01,HMO,Expanded Bronze,AdventHealth Bronze HMO 60 1752,1,1,1,1,0,0,0,0,0
36194FL0340001-00,HMO,Expanded Bronze,AdventHealth Bronze HMO 60 1752,1,1,1,1,0,0,0,0,0
36194FL0340001-02,HMO,Expanded Bronze,AdventHealth Bronze HMO 60 1752,1,1,1,1,0,0,0,0,0
36194FL0340001-03,HMO,Expanded Bronze,AdventHealth Bronze HMO 60 1752,1,1,1,1,0,0,0,0,0
36194FL0340002-04,HMO,Silver,AdventHealth Silver AV73 HMO 80 1763,1,1,1,1,0,0,0,0,0
36194FL0340002-01,HMO,Silver,AdventHealth Silver HMO 80 1762,1,1,1,1,0,0,0,0,0
36194FL0340002-03,HMO,Silver,AdventHealth Silver HMO 80 1762,1,1,1,1,0,0,0,0,0
36194FL0340002-05,HMO,Silver,AdventHealth Silver AV87 HMO 80 1764,1,1,1,1,0,0,0,0,0
36194FL0340002-02,HMO,Silver,AdventHealth Silver HMO 80 1762,1,1,1,1,0,0,0,0,0
36194FL0340002-00,HMO,Silver,AdventHealth Silver HMO 80 1762,1,1,1,1,0,0,0,0,0
36194FL0340002-06,HMO,Silver,AdventHealth Silver AV94 HMO 95 1765,1,1,1,1,0,0,0,0,0
36194FL0340006-01,HMO,Gold,AdventHealth Gold HMO 80 1772,1,1,1,1,0,0,0,0,0
36194FL0340006-02,HMO,Gold,AdventHealth Gold HMO 80 1772,1,1,1,1,0,0,0,0,0
36194FL0340006-03,HMO,Gold,AdventHealth Gold HMO 80 1772,1,1,1,1,0,0,0,0,0
36194FL0340006-00,HMO,Gold,AdventHealth Gold HMO 80 1772,1,1,1,1,0,0,0,0,0
36194FL0340007-03,HMO,Bronze,AdventHealth Bronze HMO 100 1776,1,1,1,1,0,0,0,0,0
36194FL0340007-00,HMO,Bronze,AdventHealth Bronze HMO 100 1776,1,1,1,1,0,0,0,0,0
36194FL0340007-02,HMO,Bronze,AdventHealth Bronze HMO 100 1776,1,1,1,1,0,0,0,0,0
36194FL0340007-01,HMO,Bronze,AdventHealth Bronze HMO 100 1776,1,1,1,1,0,0,0,0,0
36194FL0340008-00,HMO,Silver,AdventHealth Silver HMO 80 1786,1,1,1,1,0,0,0,0,0
36194FL0340008-01,HMO,Silver,AdventHealth Silver HMO 80 1786,1,1,1,1,0,0,0,0,0
36194FL0340008-02,HMO,Silver,AdventHealth Silver HMO 80 1786,1,1,1,1,0,0,0,0,0
36194FL0340008-04,HMO,Silver,AdventHealth Silver AV73 HMO 80 1787,1,1,1,1,0,0,0,0,0
36194FL0340008-03,HMO,Silver,AdventHealth Silver HMO 80 1786,1,1,1,1,0,0,0,0,0
36194FL0340013-03,HMO,Silver,AdventHealth Silver HMO 65 1810,1,1,1,1,0,0,0,0,0
36194FL0340013-00,HMO,Silver,AdventHealth Silver HMO 65 1810,1,1,1,1,0,0,0,0,0
36194FL0340013-01,HMO,Silver,AdventHealth Silver HMO 65 1810,1,1,1,1,0,0,0,0,0
36194FL0340013-05,HMO,Silver,AdventHealth Silver AV87 HMO 65 1812,1,1,1,1,0,0,0,0,0
36194FL0340013-04,HMO,Silver,AdventHealth Silver AV73 HMO 65 1811,1,1,1,1,0,0,0,0,0
40572FL0070001-00,EPO,Expanded Bronze,Simple Bronze (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070001-01,EPO,Expanded Bronze,Simple Bronze (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070001-02,EPO,Expanded Bronze,AIAN (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070001-03,EPO,Expanded Bronze,Simple Bronze AIAN 300 (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070007-04,EPO,Silver,Simple Silver CSR 250 (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070003-00,EPO,Expanded Bronze,Classic Bronze (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070003-01,EPO,Expanded Bronze,Classic Bronze (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070003-02,EPO,Expanded Bronze,AIAN (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070003-03,EPO,Expanded Bronze,Classic Bronze AIAN 300 (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070004-00,EPO,Expanded Bronze,Saver Bronze (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070004-01,EPO,Expanded Bronze,Saver Bronze (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070004-02,EPO,Expanded Bronze,AIAN (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070004-03,EPO,Expanded Bronze,Saver Bronze AIAN 300 (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070005-00,EPO,Expanded Bronze,Classic Bronze Next (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070005-01,EPO,Expanded Bronze,Classic Bronze Next (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070005-02,EPO,Expanded Bronze,AIAN (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070005-03,EPO,Expanded Bronze,Classic Bronze Next AIAN 300 (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070006-00,EPO,Silver,Classic Silver (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070006-01,EPO,Silver,Classic Silver (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070006-02,EPO,Silver,AIAN (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070006-03,EPO,Silver,Classic Silver AIAN 300 (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070006-04,EPO,Silver,Classic Silver CSR 250 (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070006-05,EPO,Silver,Classic Silver CSR 200 (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070006-06,EPO,Silver,Classic Silver CSR 150 (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070007-00,EPO,Silver,Simple Silver (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070007-01,EPO,Silver,Simple Silver (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070007-02,EPO,Silver,AIAN (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070007-03,EPO,Silver,Simple Silver AIAN 300 (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
40572FL0070007-05,EPO,Silver,Simple Silver CSR 200 (Free 24/7 Telemedicine + Free Preventive Care),0,0,0,0,0,0,0,0,0
