,PlanId,StandardComponentId,BenefitName,Exclusions
144078,56503FL2530002-03,56503FL2530002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144080,56503FL2530002-03,56503FL2530002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144122,56503FL2530002-03,56503FL2530002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
144151,56503FL2540002-00,56503FL2540002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144153,56503FL2540002-00,56503FL2540002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144155,56503FL2540002-00,56503FL2540002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144197,56503FL2540002-00,56503FL2540002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
144226,56503FL2540002-01,56503FL2540002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144228,56503FL2540002-01,56503FL2540002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144230,56503FL2540002-01,56503FL2540002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144272,56503FL2540002-01,56503FL2540002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
144301,56503FL2540002-02,56503FL2540002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144303,56503FL2540002-02,56503FL2540002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144305,56503FL2540002-02,56503FL2540002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144340,56503FL2540002-03,56503FL2540002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144342,56503FL2540002-03,56503FL2540002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144344,56503FL2540002-03,56503FL2540002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144410,56503FL2540002-03,56503FL2540002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
144439,56503FL2550002-00,56503FL2550002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144441,56503FL2550002-00,56503FL2550002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144443,56503FL2550002-00,56503FL2550002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144485,56503FL2550002-00,56503FL2550002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
144514,56503FL2550002-01,56503FL2550002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144516,56503FL2550002-01,56503FL2550002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144518,56503FL2550002-01,56503FL2550002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144536,56503FL2550002-01,56503FL2550002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
144558,56503FL2550002-04,56503FL2550002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144560,56503FL2550002-04,56503FL2550002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144562,56503FL2550002-04,56503FL2550002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144573,56503FL2560002-00,56503FL2560002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144575,56503FL2560002-00,56503FL2560002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144577,56503FL2560002-00,56503FL2560002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144601,56503FL2550002-02,56503FL2550002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144603,56503FL2550002-02,56503FL2550002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144605,56503FL2550002-02,56503FL2550002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144647,56503FL2550002-02,56503FL2550002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
144676,56503FL2550002-03,56503FL2550002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144678,56503FL2550002-03,56503FL2550002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144680,56503FL2550002-03,56503FL2550002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144722,56503FL2550002-03,56503FL2550002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
144774,56503FL2550002-04,56503FL2550002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
144803,56503FL2550002-05,56503FL2550002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144805,56503FL2550002-05,56503FL2550002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144807,56503FL2550002-05,56503FL2550002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144849,56503FL2550002-05,56503FL2550002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
144878,56503FL2550002-06,56503FL2550002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144880,56503FL2550002-06,56503FL2550002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144882,56503FL2550002-06,56503FL2550002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
144924,56503FL2550002-06,56503FL2550002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
144986,56503FL2560002-00,56503FL2560002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
145015,56503FL2560002-01,56503FL2560002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145017,56503FL2560002-01,56503FL2560002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145019,56503FL2560002-01,56503FL2560002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145061,56503FL2560002-01,56503FL2560002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
145090,56503FL2560002-02,56503FL2560002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145092,56503FL2560002-02,56503FL2560002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145094,56503FL2560002-02,56503FL2560002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145136,56503FL2560002-02,56503FL2560002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
145165,56503FL2560002-03,56503FL2560002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145167,56503FL2560002-03,56503FL2560002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145169,56503FL2560002-03,56503FL2560002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145171,56503FL2560002-05,56503FL2560002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145173,56503FL2560002-05,56503FL2560002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145175,56503FL2560002-05,56503FL2560002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145185,56503FL2570001-01,56503FL2570001,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145187,56503FL2570001-01,56503FL2570001,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145189,56503FL2570001-01,56503FL2570001,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145198,56503FL2570001-04,56503FL2570001,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145200,56503FL2570001-04,56503FL2570001,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145202,56503FL2570001-04,56503FL2570001,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145211,56503FL2580002-00,56503FL2580002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145253,56503FL2560002-03,56503FL2560002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
145282,56503FL2560002-04,56503FL2560002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145284,56503FL2560002-04,56503FL2560002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145286,56503FL2560002-04,56503FL2560002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145328,56503FL2560002-04,56503FL2560002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
145397,56503FL2560002-05,56503FL2560002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
145426,56503FL2560002-06,56503FL2560002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145428,56503FL2560002-06,56503FL2560002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145430,56503FL2560002-06,56503FL2560002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145472,56503FL2560002-06,56503FL2560002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
145501,56503FL2570001-00,56503FL2570001,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145503,56503FL2570001-00,56503FL2570001,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145505,56503FL2570001-00,56503FL2570001,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145547,56503FL2570001-00,56503FL2570001,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
145606,56503FL2570001-01,56503FL2570001,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
145634,56503FL2570001-02,56503FL2570001,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145636,56503FL2570001-02,56503FL2570001,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145638,56503FL2570001-02,56503FL2570001,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145680,56503FL2570001-02,56503FL2570001,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
145708,56503FL2570001-03,56503FL2570001,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145710,56503FL2570001-03,56503FL2570001,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145712,56503FL2570001-03,56503FL2570001,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145754,56503FL2570001-03,56503FL2570001,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
145814,56503FL2570001-04,56503FL2570001,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
145842,56503FL2570001-05,56503FL2570001,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145844,56503FL2570001-05,56503FL2570001,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145846,56503FL2570001-05,56503FL2570001,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145888,56503FL2570001-05,56503FL2570001,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
145916,56503FL2570001-06,56503FL2570001,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145918,56503FL2570001-06,56503FL2570001,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145920,56503FL2570001-06,56503FL2570001,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145962,56503FL2570001-06,56503FL2570001,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
145985,56503FL2580002-00,56503FL2580002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
145987,56503FL2580002-00,56503FL2580002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146009,56503FL2580002-05,56503FL2580002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146011,56503FL2580002-05,56503FL2580002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146013,56503FL2580002-05,56503FL2580002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146022,56503FL2590002-01,56503FL2590002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146024,56503FL2590002-01,56503FL2590002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146026,56503FL2590002-01,56503FL2590002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146041,56503FL2600002-00,56503FL2600002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146080,56503FL2580002-00,56503FL2580002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
146109,56503FL2580002-01,56503FL2580002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146111,56503FL2580002-01,56503FL2580002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146113,56503FL2580002-01,56503FL2580002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146155,56503FL2580002-01,56503FL2580002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
146184,56503FL2580002-02,56503FL2580002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146186,56503FL2580002-02,56503FL2580002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146188,56503FL2580002-02,56503FL2580002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146230,56503FL2580002-02,56503FL2580002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
146259,56503FL2580002-03,56503FL2580002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146261,56503FL2580002-03,56503FL2580002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146263,56503FL2580002-03,56503FL2580002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146305,56503FL2580002-03,56503FL2580002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
146334,56503FL2580002-04,56503FL2580002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146336,56503FL2580002-04,56503FL2580002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146338,56503FL2580002-04,56503FL2580002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146380,56503FL2580002-04,56503FL2580002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
146426,56503FL2580002-05,56503FL2580002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
146455,56503FL2580002-06,56503FL2580002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146457,56503FL2580002-06,56503FL2580002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146459,56503FL2580002-06,56503FL2580002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
146501,56503FL2580002-06,56503FL2580002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
146530,56503FL2590002-00,56503FL2590002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146532,56503FL2590002-00,56503FL2590002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146534,56503FL2590002-00,56503FL2590002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146576,56503FL2590002-00,56503FL2590002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
146644,56503FL2590002-01,56503FL2590002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
146673,56503FL2590002-02,56503FL2590002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146675,56503FL2590002-02,56503FL2590002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146677,56503FL2590002-02,56503FL2590002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146719,56503FL2590002-02,56503FL2590002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
146748,56503FL2590002-03,56503FL2590002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146750,56503FL2590002-03,56503FL2590002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146752,56503FL2590002-03,56503FL2590002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146794,56503FL2590002-03,56503FL2590002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
146810,56503FL2600002-00,56503FL2600002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146812,56503FL2600002-00,56503FL2600002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146854,56503FL2600002-00,56503FL2600002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
146883,56503FL2600002-01,56503FL2600002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146885,56503FL2600002-01,56503FL2600002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146887,56503FL2600002-01,56503FL2600002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146929,56503FL2600002-01,56503FL2600002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
146958,56503FL2600002-02,56503FL2600002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146960,56503FL2600002-02,56503FL2600002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
146962,56503FL2600002-02,56503FL2600002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
147004,56503FL2600002-02,56503FL2600002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
